tweet,topic,label,opinion_towards,sentiment,text,target_in_tweet,seen?
#AskBobby Do you think #HillaryClinton has turned over all of those emails on her private server she destroyed! #SemST,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""ask"", ""bobby"", ""think"", ""hillary"", ""clinton"", ""turned"", ""emails"", ""private"", ""server"", ""destroyed"", ""sem"", ""st""]]",1,1
Hillary Clinton vs. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. #ReadyForHillary #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hillary"", ""clinton"", ""vs"", ""bernie"", ""sanders"", ""primary"", ""like"", ""brawl"", ""applesauce"", ""retirement"", ""home"", ""ready"", ""hillary"", ""sem"", ""st""]]",1,1
Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot #SemST,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""vow"", ""today"", ""fight"", ""first"", ""family"", ""corruption"", ""keep"", ""office"", ""independents"", ""tcot"", ""sem"", ""st""]]",1,1
@gabriellahope_ @HillaryClinton Does the general public trust her enough to be President? Don't think so. #SemST,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""general"", ""public"", ""trust"", ""enough"", ""president"", ""dont"", ""think"", ""sem"", ""st""]]",1,1
The young Skinheads from yesterday's Aryan Nations has grown up to become the Tea Party of today. Same exact doctrine @msnbc  #SemST,"[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""young"", ""skinheads"", ""yesterdays"", ""aryan"", ""nations"", ""grown"", ""become"", ""tea"", ""party"", ""today"", ""exact"", ""doctrine"", ""sem"", ""st""]]",0,1
The only way I support Hillary was if Elizabeth Warren ran or Karl Marx was running #2016 #Clinton2016,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""way"", ""support"", ""hillary"", ""elizabeth"", ""warren"", ""ran"", ""karl"", ""marx"", ""running"", ""2016"", ""clinton"", ""2016""]]",1,1
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST","[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hilary"", ""lied"", ""deleted"", ""benghazi"", ""emails"", ""betrayed"", ""trust"", ""americans"", ""scandal"", ""scandal"", ""sem"", ""st""]]",0,1
@HillaryClinton I notice that you didn't condemn the lawless actions of the rioters. #SemST,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""notice"", ""didnt"", ""condemn"", ""lawless"", ""actions"", ""rioters"", ""sem"", ""st""]]",1,1
"@JW4Hillary @MrDane1982 I choose ""it takes a village! #SemST","[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""choose"", ""takes"", ""village"", ""sem"", ""st""]]",1,1
"@dougshelton749  If @realDonaldTrump finds evidence, he will expose #HRC as the horrible candidate she is.  #SemST","[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""finds"", ""evidence"", ""expose"", ""hrc"", ""horrible"", ""candidate"", ""sem"", ""st""]]",0,1
@Jeff_Nichols_82 @HillaryforIA #freedom_justice_equality_education for innovation and development to make #happy_life in Utopia #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""freedom"", ""justice"", ""equality"", ""education"", ""innovation"", ""development"", ""make"", ""happy"", ""life"", ""utopia"", ""sem"", ""st""]]",1,1
HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! #tcOT #SemST,"[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""name"", ""rio"", ""dances"", ""sanaaaaand"", ""whoooo"", ""tc"", ""ot"", ""sem"", ""st""]]",0,1
"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue #SemST","[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""dukes"", ""hazzard"", ""tv"", ""36"", ""years"", ""yet"", ""werent"", ""offended"", ""liberals"", ""told"", ""unitedblue"", ""sem"", ""st""]]",0,1
@HillaryNews #GoKatie Ted you're not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG  #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""go"", ""katie"", ""ted"", ""youre"", ""going"", ""president"", ""hillary"", ""way"", ""gay"", ""marriageis"", ""legal"", ""lgbt"", ""glaad"", ""pflag"", ""sem"", ""st""]]",1,1
"@clantro @jjauthor @CarmineZozzora  Why not, they lie about everything else, even when confronted with the truth.  #freeallfour #SemST","[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""lie"", ""everything"", ""else"", ""even"", ""confronted"", ""truth"", ""freeallfour"", ""sem"", ""st""]]",0,1
I don't know how well a socialist is gonna play with southern democrats. #BernieSanders #SemST,"[""hillary"", ""clinton""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,"[[""dont"", ""know"", ""well"", ""socialist"", ""gon"", ""na"", ""play"", ""southern"", ""democrats"", ""bernie"", ""sanders"", ""sem"", ""st""]]",0,1
@BuffaloBill71 @AramisFraino @pamnsc  Thank you so much for FAVs and RTs!!! #WakeUpAmerica #SemST,"[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""thank"", ""much"", ""favs"", ""rts"", ""wake"", ""america"", ""sem"", ""st""]]",0,1
Probably not perfect for everyone--which I think is great. But this is the beginning of a conversation.,"[""hillary"", ""clinton""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,"[[""probably"", ""perfect"", ""everyonewhich"", ""think"", ""great"", ""beginning"", ""conversation""]]",0,1
Loved talking with Yvette today about education and women's voices in politics. Can't wait to see her on caucus day! #FellowsIA #SemST,"[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""loved"", ""talking"", ""yvette"", ""today"", ""education"", ""womens"", ""voices"", ""politics"", ""cant"", ""wait"", ""see"", ""caucus"", ""day"", ""fellows"", ""ia"", ""sem"", ""st""]]",0,1
"@politico  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST","[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""cant"", ""even"", ""manage"", ""wants"", ""lol"", ""wake"", ""america"", ""stop"", ""hillary"", ""2016"", ""sem"", ""st""]]",1,1
Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue #SemST,"[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""today"", ""love"", ""hate"", ""defeated"", ""morning"", ""joe"", ""united"", ""blue"", ""sem"", ""st""]]",0,1
Hillary Clinton for Ambassador to ISIS. #SemST,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""hillary"", ""clinton"", ""ambassador"", ""isis"", ""sem"", ""st""]]",1,1
If you're not watching @HillaryClinton's speech right now you're missing her drop tons of wisdom. #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""youre"", ""watching"", ""speech"", ""right"", ""youre"", ""missing"", ""drop"", ""tons"", ""wisdom"", ""sem"", ""st""]]",1,1
@pamnsc @TRPhrophet @RamblingMother Thank you for RTs!!! #WakeUpAmerica #dumpboehner #ditchmitch #SemST,"[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""thank"", ""rts"", ""wake"", ""america"", ""dumpboehner"", ""ditchmitch"", ""sem"", ""st""]]",0,1
@robin45208 @C4Constitution Thank you so much for RTs!!! #WakeUpAmerica  #SemST,"[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""thank"", ""much"", ""rts"", ""wake"", ""america"", ""sem"", ""st""]]",0,1
.@EthanObama I know - it's just going to be a long year! #SemST,"[""hillary"", ""clinton""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,"[[""know"", ""going"", ""long"", ""year"", ""sem"", ""st""]]",0,1
RT @hamackey: RT @SlyDude3677: @msnbc  Republican Menu...pic.twitter.com/z4PH6VTJFl  #SemST,"[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,"[[""rt"", ""rt"", ""republican"", ""menu"", ""pic"", ""twitter"", ""comz4ph6vtjfl"", ""sem"", ""st""]]",0,1
"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton #SemST","[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""time"", ""move"", ""good"", ""words"", ""2"", ""good"", ""works"", ""sound"", ""bites"", ""2"", ""sound"", ""solutions"", ""hillary"", ""clinton"", ""hillary"", ""clinton"", ""sem"", ""st""]]",1,1
@lindasuhler : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @twitchyteam,"[""hillary"", ""clinton""]",2,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,"[[""name"", ""rebecca"", ""grandmother"", ""immigrated"", ""sunnybrook"", ""farm""]]",0,1
"@LeighStorz @jstines3 Totally agree, Hillary is an incompetent scandal ridden phony. #SemST","[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,"[[""totally"", ""agree"", ""hillary"", ""incompetent"", ""scandal"", ""ridden"", ""phony"", ""sem"", ""st""]]",1,1
"In high school, decided to be the first woman president in 2016, but I never got into politics & don't have Trump's money. #SemST","[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""high"", ""school"", ""decided"", ""first"", ""woman"", ""president"", ""2016"", ""never"", ""got"", ""politics"", ""dont"", ""trumps"", ""money"", ""sem"", ""st""]]",0,1
so @AdamParkhomenko met @oliviawilde . there aren't enough words to describe my envy haha #SemST,"[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""met"", ""arent"", ""enough"", ""words"", ""describe"", ""envy"", ""haha"", ""sem"", ""st""]]",0,1
Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope. #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""thank"", ""support"", ""lgbt"", ""community"", ""historic"", ""day"", ""thank"", ""giving"", ""us"", ""hope"", ""sem"", ""st""]]",1,1
"Never vote for @RickSantorum ""for the survival of our country"" #LoveWins #SemST","[""hillary"", ""clinton""]",2,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""never"", ""vote"", ""survival"", ""country"", ""love"", ""wins"", ""sem"", ""st""]]",0,1
Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech. #SemST,"[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,"[[""arent"", ""pantsuits"", ""camouflage"", ""outfits"", ""carefully"", ""tailored"", ""minimize"", ""silhouette"", ""think"", ""stealthsuits"", ""high"", ""tech"", ""sem"", ""st""]]",0,1
@HillaryClinton @HillaryforNH hope to see her in NC soon #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""hope"", ""see"", ""nc"", ""soon"", ""sem"", ""st""]]",1,1
@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone! #SemST,"[""hillary"", ""clinton""]",0,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""honest"", ""voice"", ""scare"", ""shit"", ""everyone"", ""sem"", ""st""]]",0,1
Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted! #SemST,"[""hillary"", ""clinton""]",1,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,"[[""asked"", ""help"", ""campaign"", ""gladly"", ""excitedly"", ""accepted"", ""sem"", ""st""]]",1,1
@frodofied SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST,"[""hillary"", ""clinton""]",0,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,"[[""tht"", ""never"", ""erase"", ""support"", ""doma"", ""silence"", ""lgbt"", ""lgbtq"", ""rights"", ""politically"", ""aventageous"", ""sem"", ""st""]]",0,1
